id,category,topic,title,question,answer,keywords,source,url
511,"Agriculture,Rural & Environment",ISFEPQIISARADOCOFICS,Integrated Scheme for Export Promotion & Quality Improvement in Spices and Research and Development of Cardamom: Organic Farming: Internal Control System (ICS) (nos),What is Integrated Scheme for Export Promotion & Quality Improvement in Spices and Research and Development of Cardamom: Organic Farming: Internal Control System (ICS) (nos)?,"Under this scheme to support the grower groups / FPOs to establish grower group certification in order to prepare farmers on group formation, organic regulations, certification procedures, training, documentation, internal inspection etc. for organic certification and aggregation of the produce.","Organic Regulations, Farming, Farmers, Internal Control System, Agriculture,Rural & Environment, Business & Entrepreneurship",Ministry Of Commerce And Industry,https://www.myscheme.gov.in/schemes/isfepqiisaradocofics
512,"Agriculture,Rural & Environment",ISFEPQIISARADOCSCILDIE,Integrated Scheme for Export Promotion & Quality Improvement in Spices and Research and Development of Cardamom:  Small Cardamom Irrigation Land Development : Irrigation equipment (Nos.),What is Integrated Scheme for Export Promotion & Quality Improvement in Spices and Research and Development of Cardamom:  Small Cardamom Irrigation Land Development : Irrigation equipment (Nos.)?,The objective of the scheme is to encourage small cardamom growers to bring more area under irrigation and land development in order to increase productivity and improve the quality of small cardamom.,"Gravity Equipments, Irrigation Pump, Micro Sprinkler Sets, Farmer, Agriculture,Rural & Environment",Ministry Of Commerce And Industry,https://www.myscheme.gov.in/schemes/isfepqiisaradocscildie
513,Education & Learning,SR,Student READY (Rural Entrepreneurship Awareness Development Yojana) ,What is Student READY (Rural Entrepreneurship Awareness Development Yojana)?,"The Student READY (Rural Entrepreneurship Awareness Development Yojana) program aims to provide rural entrepreneurship awareness, and practical experience in a real-life situation in rural agriculture, and create awareness to undergraduate students about practical agriculture and allied sciences.","Student, Research And Education, Agriculture, Internship, Farmers, Education & Learning, Agriculture,Rural & Environment",Ministry Of Agriculture and Farmers Welfare,https://www.myscheme.gov.in/schemes/sr
514,"Agriculture,Rural & Environment",ISFEPQIISARADOCPHITBNOS,Integrated Scheme for Export Promotion & Quality Improvement in Spices and Research and Development of Cardamom: Post-Harvest Improvement: Turmeric boiler ( nos),What is Integrated Scheme for Export Promotion & Quality Improvement in Spices and Research and Development of Cardamom: Post-Harvest Improvement: Turmeric boiler ( nos)?,To motivate the growers to boil the turmeric hygienically using steam boiling unit and to produce quality turmeric suitable for exports,"Agriculture, Turmeric Boiler, Farmer, Farming, Agriculture,Rural & Environment, Business & Entrepreneurship",Ministry Of Commerce And Industry,https://www.myscheme.gov.in/schemes/isfepqiisaradocphitbnos
515,"Agriculture,Rural & Environment",PMFBY,Pradhan Mantri Fasal Bima Yojna (PMFBY),What is Pradhan Mantri Fasal Bima Yojna (PMFBY)?,Pradhan Mantri Fasal Bima Yojana was launched in  2016 with the aim to support farmers by providing an affordable comprehensive risk cover for crops.,"Crop, Farmer, Insurance, Agriculture, Premium, Agriculture,Rural & Environment, Banking,Financial Services and Insurance",Ministry Of Agriculture and Farmers Welfare,https://www.myscheme.gov.in/schemes/pmfby
516,"Agriculture,Rural & Environment",Kapy,Krushy Aranya Protsaha Yojane (kapy),What is Krushy Aranya Protsaha Yojane (kapy)?,The Karnataka Forest Department launched 'Krushi Aranya Protsaha Yojane (KAPY)' in 2011-12 to encourage farmers and the public to increase forest and tree cover by providing subsidized seedlings and monetary incentives for planting,"Subsidy, Farmers, Tree Plantation, Three-year Nurturing, Pahani, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/kapy
517,"Agriculture,Rural & Environment",MMKSY,Mukhya Mantri Mahila Kisan Sashaktikaran Yojana,What is Mukhya Mantri Mahila Kisan Sashaktikaran Yojana?,Mukhya Mantri Mahila Kisan Sashaktikaran Yojana (MMKSY) is a scheme launched by the Government of Gujarat to empower women farmers in the state. The scheme was announced in the 2018-19 budget and is being implemented by the Department of Agriculture and Co-operation.,"Mukhya Mantri, Mahila, Kisan, Sashaktikaran Yojana, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/mmksy
518,"Agriculture,Rural & Environment",STL,Soil Testing Laboratory,What is Soil Testing Laboratory?,"Agriculture and Farmers' Welfare Department launched the ""Soil Testing Laboratory"" scheme for the farmer on 01 April 2013.","Farmers, Agriculture, Soil Health, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/stl
519,"Agriculture,Rural & Environment",FFES,Feed And Fodder Entrepreneurship Scheme,What is Feed And Fodder Entrepreneurship Scheme?,"It was launched by Union Government in 2014, and focused on supporting farmers in producing fodder from non-forest wasteland/grassland and cultivating coarse grains","Fodder Value Addition, Total Mixed Ration, Storage Facilities, Farmers Scientist Interaction, Fodder Block Making, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/ffes
520,"Agriculture,Rural & Environment",MKUSY,Mukhyamantri Krishi Utpadan Sanrakshan Yojana,What is Mukhyamantri Krishi Utpadan Sanrakshan Yojana?,"The scheme “Mukhyamantri Krishi Utpadan Sanrakshan Yojana” was launched by Dept. of Agriculture, Govt. of Himachal Pradesh by merging 3 ongoing protection-based Departmental schemes namely Sour Badhbandi, Anti-Hail Net Structure & Green House Renovation into single scheme having a common objective.","Solar Fencing, Crop Protection, Subsidy, Hailstorms, Agriculture, Financial Assistance, Poly Sheets, Farmers, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/mkusy
521,"Agriculture,Rural & Environment",SSE100BBFSC,Subsidy Scheme For Establishment Of 100 Broiler Birds' Farm For Schedule Caste,What is Subsidy Scheme For Establishment Of 100 Broiler Birds' Farm For Schedule Caste?,"The scheme “Subsidy Scheme for Establishment of 100 Broiler Birds' Farm for Schedule Caste” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to provide supplementary income to Schedule Caste People of the society.","Poultry Farming, Scheduled Caste, Subsidy, Broiler Birds, Financial Assistance, Agriculture,Rural & Environment, Business & Entrepreneurship",State,https://www.myscheme.gov.in/schemes/sse100bbfsc
522,"Agriculture,Rural & Environment",SSE25RBUSC,Subsidy Scheme On Establishment Of 25 R.I.R. Birds’ Unit For Scheduled Caste,What is Subsidy Scheme On Establishment Of 25 R.I.R. Birds’ Unit For Scheduled Caste?,"The scheme “Subsidy Scheme on Establishment of 25 R.I.R. Birds’ unit for Scheduled Caste” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to provide employment, nutritious diet and to raise the income of Schedule Caste People of the society.","Poultry Farming, Rhode Island Red, Subsidy, Scheduled Caste, Agriculture,Rural & Environment, Business & Entrepreneurship",State,https://www.myscheme.gov.in/schemes/sse25rbusc
523,"Agriculture,Rural & Environment",PSS,Price Support Scheme,What is Price Support Scheme?,The Government's price policy for agricultural commodities seeks to ensure remunerative prices to the growers for their produce with a view to encourage higher investment and production and to safeguard the interest of consumers by making available supplies at reasonable prices.,"Farmer, Agriculture, Seeds, DBT, Financial Assistance, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/pss
524,"Agriculture,Rural & Environment",SSEGU10GCP,Subsidy Scheme For Establishment Of Goat Unit (10+1) For General Category People,What is Subsidy Scheme For Establishment Of Goat Unit (10+1) For General Category People?,"The scheme “Subsidy Scheme for Establishment of Goat Unit (10+1) for General Category People” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to uplift Economically poor livestock breeders of Gujarat State.","General Category, Goat, Subsidy, Milk Production, Employment, Agriculture,Rural & Environment, Business & Entrepreneurship",State,https://www.myscheme.gov.in/schemes/ssegu10gcp
525,"Agriculture,Rural & Environment",SPARA,Sardar Patel Agriculture Research Award,What is Sardar Patel Agriculture Research Award?,"The scheme “Sardar Patel Agriculture Research Award” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat on 30.10.1995.","Agriculture, Farmer, Research, Honour, Award, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/spara
526,"Agriculture,Rural & Environment",ASDTPWFF,Agricultural Skill Development Training Programme For Women Farmers And Farmers,What is Agricultural Skill Development Training Programme For Women Farmers And Farmers?,"The scheme “Agricultural Skill Development Training Programme for Women Farmers and Farmers” was started by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat.","Agriculture, Farmer, Women, Training, Skill Development, Youth, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/asdtpwff
527,"Agriculture,Rural & Environment",BSYRJ,Beej Swalamban Yojna,What is Beej Swalamban Yojna?,Mukhyamantri Beej Swavalamban Yojana was started in the year 2017-18 with the objective of producing quality improved seeds on their farms for their own use by the farmers.,"Seeds, Agriculture, Farmers, Farming Assistance, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/bsyrj
528,"Agriculture,Rural & Environment",ZBNF,Zero Budget Natural Farming,What is Zero Budget Natural Farming?,"The Rajasthan State government started a scheme ""Zero Budget Natual Farming"" in 2020-21 to promote  natural farming.","Low Cost Fartming, Agriculture, Farmer, Training, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/zbnf
529,"Agriculture,Rural & Environment",Ksych,Kisan Samriddhi Yojana - Chhattisgarh,What is Kisan Samriddhi Yojana - Chhattisgarh?,"Chhattisgarh State Government started a scheme ""Kisan Samriddhi Yojana"" for farmer.","Financial Assistance, Farmers, Agriculture, Pump Installation, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/ksych
530,"Agriculture,Rural & Environment",FAPBNIA,Financial Assistance for Purchase of Barrier Net and its Accessories,What is Financial Assistance for Purchase of Barrier Net and its Accessories?,"“Financial Assistance for Purchase of Barrier Net and its Accessories” is a scheme by Dept. of Fisheries, Govt. of Goa. Under this Scheme financial assistance is provided as a subsidy on the purchase of barrier nets and accessories for the fishermen. The applications are accepted offline.","Fishermen, Fish, Subsidy, Financial Assistance, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/fapbnia
531,"Agriculture,Rural & Environment",FAFPFR(GN/RGNWA),Financial Assistance To Fishermen For Purchase of Fisheries Requisites (Gill Net/ River Gill Net with Accessories),What is Financial Assistance To Fishermen For Purchase of Fisheries Requisites (Gill Net/ River Gill Net with Accessories)?,"“Financial Assistance To Fishermen For Purchase of Fisheries Requisites” is a scheme by the Department of Fisheries, Government of Goa. Through this scheme, a 50% subsidy is provided to the fishermen of Goa for the purchase of fisheries requisites (gill nets with accessories).","Fishermen, Fish, Subsidy, Financial Assistance, Marine, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/fafpfrgnrgnwa
532,"Agriculture,Rural & Environment",FATUVAS,Financial Assistance to Take up Value Addition to Seafood,What is Financial Assistance to Take up Value Addition to Seafood?,"Through this scheme, individuals who have been residents of Goa for the last 15 years, and are interested in setting up a unit for value-added fisheries products are provided financial assistance as a subsidy of 50% of the cost for the Construction or Renovation of the Unit/ Purchase of Equipment.","Subsidy, Financial Assistance, Fisheries, Construction, Equipment, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/fatuvas
533,"Agriculture,Rural & Environment",GVATBSHSDOCFVS,Goa Value Added Tax-Based Subsidy on H.S.D. Oil Consumed by Fishing Vessels Scheme,What is Goa Value Added Tax-Based Subsidy on H.S.D. Oil Consumed by Fishing Vessels Scheme?,"“Goa Value Added Tax-Based Subsidy on H.S.D. Oil Consumed by Fishing Vessels Scheme” is a scheme by the Department of Fisheries, Govt. of Goa. Through this scheme, the amount equivalent to the actual VAT paid shall be reimbursed to the owner as a subsidy on H.S.D. Oil consumed by the fishing vessel.","Fish, Fishermen, Subsidy, Financial Assistance, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/gvatbshsdocfvs
534,Social welfare & Empowerment,NCRFS,Natural Calamity Relief to Fishermen of State,What is Natural Calamity Relief to Fishermen of State?,"“Natural Calamity Relief to Fishermen of State” is a scheme by the Dept of Fisheries, Govt of Goa. Through this scheme, financial assistance is provided to the active fishermen who contribute to the Fishermen Corpus Relief Fund, whose fishing vessels are damaged or lost due to natural calamities.","Fishermen, Disaster, Crisis, Financial Assistance, Relief, Social welfare & Empowerment, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/ncrfs
535,"Agriculture,Rural & Environment",ISLAAA,Interest Subsidy on Loans for Agriculture and Allied Activities,What is Interest Subsidy on Loans for Agriculture and Allied Activities?,"“Interest Subsidy on Loans for Agriculture and Allied Activities” is a scheme by the Dept. of Fisheries, Govt. of Goa. The bonafide agriculturist, individual of the animal husbandry/fisheries sector from Goa are provided a loan of upto ₹ 5,00,000 for the purpose of Agriculture and Allied Activities.","Fisheries, Animal Husbandry, Loan, Agriculture, Subsidy, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/islaaa
536,"Agriculture,Rural & Environment",RSESTHSDO-FAASCDMF,Reimbursement/ Spot Exemption of Sales Tax on High-Speed Diesel Oil,What is Reimbursement/ Spot Exemption of Sales Tax on High-Speed Diesel Oil?,"The scheme ""Reimbursement/ Spot Exemption of Sales Tax on High-Speed Diesel Oil"" under ""Financial Assistance for Availing Subsidy Components for the Development of Marine Fisheries"" introduced to reimburse the sales tax on high-speed diesel oil used by the registered mechanized boat operators.","Reimbursement, Exemption, Tax, Diesel, Oil, Fisherman, Fish, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/rsesthsdo-faascdmf
537,"Agriculture,Rural & Environment",FAFWAF,Financial Assistance to Fresh Water Aquaculture Farms,What is Financial Assistance to Fresh Water Aquaculture Farms?,"“Financial Assistance to Fresh Water Aquaculture Farms” is a scheme by the Dept. of Fisheries, Govt. of Goa. Through this scheme, financial assistance is provided to eligible fishermen for the construction and renovation of the Farm, for the purchase of farming equipment, and the purchase of feed.","Fishermen, Fish, Aquaculture, Subsidy, Equipment, Shrimp, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/fafwaf
538,"Agriculture,Rural & Environment",AGFST,Assistance to General Farmers for Sinking Tubewell,What is Assistance to General Farmers for Sinking Tubewell?,"“Assistance to General Farmers for Sinking Tubewell"" was launched by the Dept of Agriculture and Farmer's Welfare, UT of Puducherry. Through this scheme, the farmers from the General Category are provided with a grant of 65% subsidy towards the construction of tubewell/filter point per individual.","Tubewell, Subsidy, Farmer, Agriculture, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/agfst
539,"Agriculture,Rural & Environment",ASCFST,Assistance to Scheduled Caste Farmers for Sinking Tubewell,What is Assistance to Scheduled Caste Farmers for Sinking Tubewell?,"“Assistance to Scheduled Caste Farmers for Sinking Tubewell"" was launched by Dept of Agriculture and Farmer's Welfare, UT of Puducherry. Through this scheme, the farmers from the SC Category are provided with a grant of 90% subsidy towards the construction of tubewell/filter points per individual.","Tubewell, Subsidy, Farmer, Agriculture, Scheduled Caste, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/ascfst
540,"Agriculture,Rural & Environment",DSC,Development of Strawberry Cultivation,What is Development of Strawberry Cultivation?,The objective of the scheme is to provide farmers with quality and improved varieties of strawberry planting materials so as to encourage area expansion under this crop such that commercialization horticulture under this crop is achieved.,"Strawberry Cultivation, Horticulture, Farmer, Agriculture, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/dsc
541,"Agriculture,Rural & Environment",AISPMIS,Assistance for Installation of Sprinkler / Drip Micro Irrigation Systems,What is Assistance for Installation of Sprinkler / Drip Micro Irrigation Systems?,"Through this scheme, the Marginal Farmers, Small farmers, Scheduled Caste/ Schedule Tribe Farmers, Women Farmers, Big Farmers and Institutions are provided with a subsidy on the total cost or ₹ 25,000/‐ per hectare whichever is less for the installation of Sprinkler / Drip Micro Irrigation Systems.","Irrigation, Farmer, Agriculture, Subsidy, Crop, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/aispmis
542,"Agriculture,Rural & Environment",VDS,Vegetable Development Scheme,What is Vegetable Development Scheme?,"The objective of the scheme is to promote vegetable production through HYV Seeds/ Hybrids/ Improved/ Open Pollinated seedlings, including assistance to farmers.","Agriculture, Farmer, Vegetable Production, Subsidy, Vegetable Seed, Poly House, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/vds
543,"Agriculture,Rural & Environment",PPS,Plant Protection Scheme,What is Plant Protection Scheme?,The objective of the scheme is to control pests and diseases including weeds and rodents of horticultural crops by the distribution of bio-pesticides/Bio-agents and equipment at 50% subsidy.,"Plant Protection, Bio-pesticides, Bio-agents, Subsidy, Farmer, Agriculture, Horticulture, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/pps
544,"Agriculture,Rural & Environment",HMNEH,Horticulture Mission for North Eastern Hill Scheme- Meghalaya,What is Horticulture Mission for North Eastern Hill Scheme- Meghalaya?,"The objective of the scheme is to improve productivity, quality planting material, canopy management of fruit trees, support marginal and small farmers, upscaling protected cultivation, and drip irrigation.","Horticulture, North Eastern Hill, Integrated Development, Mission, Farmer, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/hmneh
545,"Agriculture,Rural & Environment",MIDHHMNEH-MEGHALAYA,Mission for Integrated Development of Horticulture Sub Scheme Horticulture Mission for North East and Himalayan Region- Meghalaya,What is Mission for Integrated Development of Horticulture Sub Scheme Horticulture Mission for North East and Himalayan Region- Meghalaya?,"The scheme is implemented by the Department of Agriculture & Farmers’ Welfare, Government of Meghalaya to promote holistic growth of Horticulture sector thorough promotion, extension, post-harvest management, processing and marketing.","Mission, Integrated Development, Horticulture, Agriculture, Farmer, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/midhhmneh-meghalaya
546,"Agriculture,Rural & Environment",FPC,Fruit Processing Centre,What is Fruit Processing Centre?,"The objective of scheme is to disseminate technical knowhow to youth entrepreneurs, farmers & housewives through practical demonstration on importance of fruit preservation & to manufacture quality processed fruit products such as Squashes, Jams, Jelly & Juices under trade name ‘Meg Fruits Product'.","Horticulture, Farmer, Youth Entrepreneur, Training, Demonstration, Fruit Processing, Vegetable Processing, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/fpc
547,"Agriculture,Rural & Environment",PIBESCHC,Production Incentive / Back-Ended Subsidy for Cultivation of Horticulture Crops,What is Production Incentive / Back-Ended Subsidy for Cultivation of Horticulture Crops?,"Through this scheme, the farmers who possess farmer's identity cards / authenticated land records/documents are provided with One-Time Assistance/ Bi‐Annual Assistance/ Annual Assistance for the Cultivation of Horticulture Crops such as Mango, Guava, and Sapota.","Subsidy, Horticulture, Crop, Incentive, Farmer, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/pibeschc
548,"Agriculture,Rural & Environment",RCTPM,Regional Centre for Training and Production of Mushroom,What is Regional Centre for Training and Production of Mushroom?,The objective of the scheme is to train farmers in the method of mushroom cultivation and to supply quality spawn and pasteurized compost to farmers.,"Agriculture, Farmer, Mushroom Production, Financial Assistance, Training, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/rctpm
549,"Agriculture,Rural & Environment",SCFC-CPT,"""Subsidy for Cultivation of Fodder Crops"" Component of the ""Crop Production Technology"" Scheme","What is ""Subsidy for Cultivation of Fodder Crops"" Component of the ""Crop Production Technology"" Scheme?","The ""Subsidy for Cultivation of Fodder Crops"" scheme was introduced by the Department of Agriculture and Farmer's Welfare, Union Territory of Puducherry. Through this scheme, cash incentives are distributed to Farmers and Self Help Groups for undertaking fodder cultivation in the Puducherry region.","Subsidy, Cultivation, Fodder, Farmer, Agriculture, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/scfc-cpt
550,"Agriculture,Rural & Environment",SRMIQC,Soil Resource Management and Inputs Quality Control,What is Soil Resource Management and Inputs Quality Control?,"Through the scheme “Soil Resource Management and Inputs Quality Control"", the farmers can give their soil and water samples to the soil testing lab for analysis and recommendation at completely free of cost.","Soil, Quality, Sample, Testing, Lab, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/srmiqc
551,"Agriculture,Rural & Environment",AE(M)S,Agriculture Engineering (Mechanical) Scheme,What is Agriculture Engineering (Mechanical) Scheme?,The objective of the scheme is to provide agricultural machinery such as power tillers/ bulldozers/ tractors etc. on hiring at subsidised rate.,"Agriculture, Engineering, Mechanical, Agricultural Machinery, Farmer, Subsidy, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/aems
552,"Agriculture,Rural & Environment",BATCS,Basic Agriculture Training Centre Scheme,What is Basic Agriculture Training Centre Scheme?,The objective of the scheme is to provide short-term vocational training for rural educated unemployed youths in agriculture and allied sectors to develop entrepreneurship skills and employment generation.,"Agriculture, Training Centre, Vocational Training, Unemployed Youth, Entrepreneurship Skills, Employment, Farmer, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/batcs
553,"Agriculture,Rural & Environment",SPK,Sinchai Pipeline Karyakram,What is Sinchai Pipeline Karyakram?,"In ""Sinchai Pipeline Karyakram"" Rajasthan government will provide subsidies to farmers on purchasing irrigation pipelines. So that farmers can get rid of the problem of irrigation. And their income can increase.","Pipe Line, Agriculture, Irrigation, Development, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/spk
554,"Agriculture,Rural & Environment",DSR,Drip Sanyantr,What is Drip Sanyantr?,"Under the Drip Sanyantr scheme, the government gives subsidies to farmers. There is an immense saving of water in this method. Under this method, water is applied drop by drop to the roots of the plants and wastage of water will negligible.","Farmer, Drip Sanyantr, Farming, Agriculture, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/dsr
555,"Agriculture,Rural & Environment",KTY,Kantedar Tarbandi Yojana,What is Kantedar Tarbandi Yojana?,A initiative of Rajasthan State for the farmer to protect crops from damage caused by Nilgai and stray animals. Financial assistance will be provided to the farmers by the Rajasthan government for fencing their fields.,"Farming, Financial Benefits, Taarabandi, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/kkt
556,"Agriculture,Rural & Environment",IFMWS,Integrated Farming in Micro Watershed Scheme,What is Integrated Farming in Micro Watershed Scheme?,The objective of the scheme is to promote integrated farming activities for improved livelihood in a complementary manner.,"Agriculture, Farmer, Watershed, Training, Technology Support, Subsidy, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/ifmws
557,"Agriculture,Rural & Environment",FSR,Fawara Sanyantra,What is Fawara Sanyantra?,"Under the Fawara Sanyantra Through this scheme, the government will provide subsidies to farmers to install sprinkler plants. This will save water and farmers will also be able to irrigate their fields through sprinklers.","Farming, Agriculture, Development, Fountain Plant, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/fsr
558,"Agriculture,Rural & Environment",KT,Khet Talai,What is Khet Talai?,"Under the Khet Talai scheme, the Rajasthan Government gives subsidies to the farmers on the construction of farm ponds so that the farmers can collect rainwater and irrigate their fields by making farm ponds in their fields.","Farming, Farmer, Khet Talai, Development, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/kt
559,"Agriculture,Rural & Environment",RGKSSY,Rajiv Gandhi Krishak Sathi Sahayta Yojana,What is Rajiv Gandhi Krishak Sathi Sahayta Yojana?,"The Rajiv Gandhi Krishak Sathi Sahayta Yojana offers financial support to farmers, farmworkers, and market laborers who are accidentally injured or killed while working in agriculture or at agricultural markets.","Farmer, Accident, Financial Support, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/rgkssy
560,"Agriculture,Rural & Environment",PM,Plastic Mulching,What is Plastic Mulching?,"Under the Plastic Mulching scheme, the Rajasthan government provided subsidies to farmers. In this, the soil surface of the field is covered with plastic film. Farmer can also use crop residues for laying mulch.","Farmer, Plastic Mulching, Farming, Agriculture, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/pm
561,"Agriculture,Rural & Environment",FMUIFDS(GC),Fodder Minikits under Integrated Fodder Development Scheme (General Category),What is Fodder Minikits under Integrated Fodder Development Scheme (General Category)?,"The scheme “Fodder Minikits under Integrated Fodder Development Scheme” is implemented by the Directorate of Animal Husbandry, Government of Gujarat to provide an improved variety of fodder seeds to beneficiaries for widespread publicity, demonstration, and adaptation by farmers.","Fodder Minikits, Farmer, Seed, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/fmuifdsgc
562,"Agriculture,Rural & Environment",PBY,Pashu Bima Yojana,What is Pashu Bima Yojana?,"The scheme 'Pashu Bima Yojna' was launched by the Directorate of Dairy Development, Government of Bihar. The scheme aims to provide insurance security to farmers against the financial loss caused by cattle death and to improve the rural economy.","Farmer, Insurance, Disease, Animal, Premium, Agriculture,Rural & Environment, Banking,Financial Services and Insurance",State,https://www.myscheme.gov.in/schemes/pby
563,"Agriculture,Rural & Environment",MPPPY,Mukhyamantri Pragatishil Pashupalak Protsahan Yojana,What is Mukhyamantri Pragatishil Pashupalak Protsahan Yojana?,"The ""Mukhyamantri Pragatisheel Pashupalak Protsahan Yojana"" is an initiative under the ""Nand Baba Milk Mission"" aimed to encourage the trend of rearing indigenous breed of cows with high quality and productivity in the state & motivate cattle farmers for breed improvement of cows, their better care.","Cow, Milk Production, Financial Assistance, Opportunity, Cattle Farmers, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/mpppy
564,"Agriculture,Rural & Environment",MSGSY,Mukhyamantri Svadeshi Gau Samvardhan Yojana,What is Mukhyamantri Svadeshi Gau Samvardhan Yojana?,"The ""Mukhyamantri Svadeshi Gau Samvardhan Yojana"" under the ""Nand Baba Milk Mission"" aims to enhance milk productivity and per capita milk availability in Uttar Pradesh by encouraging the purchase of indigenous improved breed cows from outside the state and employment opportunities in rural areas.","Milk Mission, Production, Financial Assistance, Farmer, Cow, Agriculture,Rural & Environment, Women and Child, Skills & Employment",State,https://www.myscheme.gov.in/schemes/msgsy
565,"Agriculture,Rural & Environment",SPEOEPSGUGMMAPUY,"Scheme for Providing Employment Opportunities by Establishing Piggery, Sheep and Goat Units (General) under Mukhya Mantri Antyodaya Parivaar Utthan Yojana","What is Scheme for Providing Employment Opportunities by Establishing Piggery, Sheep and Goat Units (General) under Mukhya Mantri Antyodaya Parivaar Utthan Yojana?","Under this scheme, an unemployed resident of Haryana who is between 18 and 60 years of age can avail a 25% subsidy on the cost of livestock, provided they have taken a loan for establishing a 10+1 Piggery unit or a 15+1 Sheep/Goat unit.","Antodayay, Piggery Unit, Sheep Unit, Goat Unit, Financial Assistance, Subsidy, Unemployed, Animal Husbandry, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/speoepsgugmmapuy
566,"Agriculture,Rural & Environment",ERSPLSBSG,Establishment of Regional Semen Production Laboratory and Semen Bank for sheep and goat,What is Establishment of Regional Semen Production Laboratory and Semen Bank for sheep and goat?,"Under the Establishment of Regional Semen Production Laboratory and Semen Bank for Sheep and Goat Scheme, the Central Government will provide assistance for the establishment of frozen semen production laboratories for goats and liquid semen production laboratories for sheep at the regional level.","Sheep, Goat, Genetic Improvement, Reproductive Technology, Conservation, Genetic Upgradation, Agriculture,Rural & Environment","Ministry of Fisheries,Animal Husbandry and Dairying",https://www.myscheme.gov.in/schemes/ersplsbsg
567,"Agriculture,Rural & Environment",MPY-MCPNPKY,Matsya Pokhari Yojana,What is Matsya Pokhari Yojana?,"The ""Machha Chasa Pain Nua Pokhari Khola Yojana (Matsya Pokhari Yojana)"" aims to boost fish production in Odisha by creating new water bodies through pond excavation. It targets income generation & employment via freshwater aquaculture. Subsidies are available for pond areas between 0.2 to 2 hectare","Fish Farmer, Pond, Subsidy, Aquaculture, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/mpy-mcpnpky
